com.samsung.shealth.breathing,6266001,1
duration,start_time,custom,update_time,create_time,cycle,time_offset,deviceuuid,pkg_name,end_time,datauuid
60,2022-09-29 01:16:30.719,,2022-09-29 01:16:30.724,2022-09-29 01:16:30.724,6,UTC-0300,eNMOjew+gn,com.sec.android.app.shealth,2022-09-29 01:16:30.719,4319e6be-4ee8-4e3c-95c6-440f429e23df,
